texto,calificacion,polaridad,tipo_lugar,fuente,fecha
"Esta tiene que ser una de las 5 peores películas que se han hecho.La trama parecía intrigante como la del pasajero 57. Pero con la última película, de alguna manera funcionó mucho mejor.La trama se ha resuelto de la peor manera posible.¡Solo algunos de los horribles momentos de la película, un asistente de vuelo está de pie en la puerta abierta de un vuelo 747 y tratando de cerrar la puerta sin ser chupado por los vientos de 250 millas por hora.A partir de entonces, la aeronave de unas pocas millas comenzó a partir de 8000 pies, eso es imposible incluso para 747 pilotos con miles de horas de experiencia.Cuando está en la pista (perfectamente recta, por supuesto), se le indica que se tire de las solapas, ¡eh!¡Venga a las solapas están ahí para asegurar la elevación a bajas velocidades, cuando está en la pista use el retroceso de empuje en los motores y dé la máxima potencia!Puedo continuar y sobre los pequeños y principalmente grandes errores en la película, pero luego mi respuesta se convertiría en el tamaño del diccionario inglés.¡Esta es una película que quieres perderte, tómate mi palabra!",1,negativo,dataset_respaldo,kaggle_imdb,
"regardless of what anyone says, its a b-movie, and the effects are poorly done if you're a vampire fanatic, I suppose it would be OK, not 10 out of 10, you others here cant sincerely mean that? we are to view this as a movie, not read it as a book, so the effects and characters are important, as well as the story The story are good, but it doesn't carry the film, no wonder it has a low rating over all I write this because I chose to see this movie when I saw some good reviews here on IMDb, but got severely disappointed don't get me wrong, I thought the blade movies was awesome, and loved the underworld movies, but this characters aren't close the make up on the vampires is poorly done, and the effects are worse this sucks I might not have gotten so disappointed if I had not read reviews here that told me how great it was the reviewers must have had something to do with the production company or something, seriously, if you think this is awesome, you don't care about acting or make up this is better as a book 3 out of 10 for an OK story",1,negativo,dataset_respaldo,kaggle_imdb,
"Quiero mucho creer que la cita anterior (específicamente, la traducción de subtítulos en inglés), que en realidad estaba escrita, que no se habla, en una letra de rechazo, un editor que envía a la protagonista, estaba destinado a ser auto-referencial en una lengua en -Cona de moda. Pero si es así, el director LEOS CALAX aparentemente descuidó informar a los actores de la verdadera naturaleza de la película. Todos son tan terriblemente seres en sus interpretaciones que tengo que concluir que la quejarse en realidad se toma en serio aquí, o de lo contrario, tiene tanto desdinncia para todos, especialmente la audiencia de visualización, que no puede ser molestado dejando que nadie en la broma. Auteurs son capaces de escapar de la alejamiento de las películas oblicuas y extrañas porque lo hacen con el élato y el estilo personal único (por ejemplo, David Lynch y Alejandro Jodorowsky). Otros usan un enfoque más sutil, mientras que aún están tejiendo elementos surrealistas en el tejido de la historia (por ejemplo, Krzysztof Kieslowski, y las obras menos extrañas de David Cronenberg). En Pola X, Carax arroja un desastre inconexo en el espectador y luego le atreve a encontrarlo con la culpa. Bueno, aquí es: la estimulación es errática y entrecortada, en particular la continuidad a menudo se dispensa con; abundan los personajes superfluos (por ejemplo, la madre y el niño gitanos); La mayoría de las actuaciones son sobrecargadas; La iluminación es a menudo pobre, particularmente en la escena de sexo discutida; Las escenas no conectadas se empujan a la película sin razón discernible; Y la lista continúa. No es completamente negativo, se debe tener en cuenta que había algunas excepciones edificantes. Me gustó el puntaje musical, incluso la cacafona de la música industrial-techno se jugó en el complejo extenso y abandonado al que se retiran los personajes principales en la segunda mitad de la película (quizás una referencia a la ""fábrica"" ​​de Andy Warhol ""de los años 60). . Gran parte de la fotografía del campo era hermosa, un intento obvio de contraste con la configuración de Grimy City. Y, incluso en la mediana edad, Cathering Deneuve muestra que todavía lo tiene "". Su actuación fue también la única entre los personajes principales que no se hundió en Bathos. Hubo un tiempo anterior cuando consideraría las películas como ""Pola X"" más caritándose. La experimentación es admirable, incluso cuando el experimento no funciona. Pero Carax intenta nada nuevo aquí; La película es un pastiche de elementos tomados de innumerables películas anteriores, y después de varias décadas de visualización de películas y literalmente miles de películas más tarde, simplemente ya no tengo la paciencia de este tipo de tripas unificantes, mal elaboradas. En este momento temprano en el siglo XXI, se deja preguntar: con la excepción de Jean-Pierre Jeunet, ¿hay? ¿Algún * directores en Francia? ¿Quién sabe cómo hacer una película de observación? Calificación: 3/10.",1,negativo,dataset_respaldo,kaggle_imdb,
"Es difícil alabar mucho esta película.El CGI para el dragón estaba bien hecho, pero carecía de modelado adecuado para la luz y la sombra.Además, las mismas imágenes se usan infinitamente del dragón que pisoteando a través de los corredores que se convierten en un poco tedioso. Me sorprendió ver ""Marcus aurelius"" en los créditos de actuación, preguntándose qué exencerador del Imperio Romano estaba actuando en esta película.Como ""Whoopie Goldberg"", debe ser un alias, y uno puede culparlo por usar uno si aparece en este apestoso. La historia podría ser interesante, pero la actuación es plana, y la dirección es tediosa.Si debe ver esta película, vaya a la casa de su amigo y se emborrache mientras lo hace, entonces será agradable.",1,negativo,dataset_respaldo,kaggle_imdb,
"Recuerdo que voy a ver la película en el verano del '78 con mis padres, y estar bonito en eso en ese momento. Por supuesto, tenía siete en el momento. Antes de que saliera las películas de Jackson, mi esposa y yo alquilamos esta película, ya que nunca lo había visto y me sentía nostalgic.Ralph Bakshi se quedó sin dinero a través de la animación. Proceso para esta película, y se vio obligado a reducir drásticamente las esquinas en esta producción. Dado que esta película se realizó principalmente con rotoscopia, la técnica de animación para las personas con un presupuesto, esto está diciendo algo. Gran parte de esta película es la animación solo en el sentido más lento de la palabra. Hay algunas escenas que son muy obviamente, solo las personas que están paradas frente a una pantalla, con quizás algunos efectos de animación superpuestos encima de ellos. Porque de las restricciones presupuestarias, la película, ya una compresión de ""la beca de los anillos"" y parte. de ""las dos torres"", se redujeron aún más. Sin embargo, lo que obtienes es una versión similar a una versión de películas de las notas de la película de los libros. Sin embargo, la animación no tiene un calor, que encontré que faltaba en las películas de Jackson. Es agradable imaginar lo que podría haber sido con fondos decentes. Esta película también es notable por tener la secuela que nunca llegó. Varios años después, se emitió un especial de televisión de media hora de media hora, que estaba destinado a envolver las cosas. Todo lo que diré por eso es que era un musical.",1,negativo,dataset_respaldo,kaggle_imdb,
"Acabo de terminar de ver 2ftm. Los remolques me intrigaron tanto que realmente fui a verlo en la apertura de fin de semana, algo que nunca hago. No hace falta decir que estaba muy decepcionado. La historia tiene tanto potencial y es frustrante verlo, se atornille. Realmente siento que el problema con la película fue la dirección y Matthew McConaughey. En primer lugar, no soy un Hater MM, pensé que era increíble tanto en el reinado de Fire y Star Star. Disfruté su actuación en esas películas sin tener que verlo con su camisa de 3-4 veces. Sí, todos lo conseguimos que es un chico guapo con un buen cuerpo, pero creo que la mayoría de la gente sabía hace 10 años cuando entró en la escena en un momento para matar. Mostrarlo con su camisa de bombeo de hierro como un loco sudoroso 3-4 veces en la película es totalmente innecesario. Creo que una vez habría sido suficiente. No me sorprendería si arrojaban esas escenas innecesarias, así que las amigas y las esposas estarían dispuestos a etiquetar junto con su pareja, ninguna mujer quiere ver una película sobre el juego deportivo, a menos que ...... suficiente sobre eso, Vamos a entrar en su papel. Siento que su actuación fue muy forzado y no parecía muy cómodo. Sé que se suponía que su personaje era este encantador sureño, pero sus líneas eran cursi y queso. ¡Era casi como si estuviera haciendo referencia a los días y las líneas confundidas varias veces! En resumen, no me gustó su carácter aunque se suponía que debía. El acento, su camisa apagado, líneas de recogida de Corny, lanzamientos de ventas débiles. Su personaje era demasiado de una herramienta, como Brandon o Jonathan. Pacino y Assante eran geniales, pero eso 'no es una sorpresa. Piven es divertido ver como Arie ... OOOOPS me refiero a Jerry. Siento que esta película fue muy comercial y se reuní mal. Es insultante que puedan tomar una gran historia, y tirar ingredientes de basura para tratar de hacerlo un éxito de taquilla. 1. Historia fresca que atrae al hombre masculino 2. Actor Hunky Hollywood para mujeres (asegúrese de que tenga numerosas escenas con camisa fuera de las pesas de elevación) 3. Al Pacino con 4 escenas de gran discurso, y 25 grandes revestimientos 3. Cada personaje Se visten en miles de dólares suites y tendrán un tan extremadamente oscuro 4. Jeremy Piven para jugar el mismo personaje que hizo en Entourage y la vieja escuela 4. Lanzar Armand Assante para sellar el tramo 5. Parcela, buena escritura, desarrollo de personajes, y Los casting inteligentes son innecesarios, esto será lo suficientemente bueno para la mayoría de las personas, ¡pero no a mí! Cualquiera que no establezca conmigo, pregúntele esto. ¿Sería esta película mucho mejor si: A. Dirigida por Sodeberg B. Decaprio o Ed Norton como Brandon en lugar de MMI probablemente serán parte de la minoría en la que piense que esta película apesta. Me di cuenta de esto cuando la mujer a mi lado comenzó a llorar durante la ridícula escena final de Pacino derramando una lágrima falsa mientras abrazaba a Russo. El éxito financiero de esta película se asegurará una cosa. La película que va al público obtiene lo que la película que va a hacer público, Big Presupuesto Crapola.",1,negativo,dataset_respaldo,kaggle_imdb,
"Estaba viendo el canal de ciencia ficción cuando se produjo esta pila de mierda al vapor.Si bien no es tan malo como la ""maldición del Komodo"" de Wynorski, esto todavía apesta ... malo.Wynorski usa la misma isla que en ""Maldición del Komodo"", así como los mismos actores y la casa.Los efectos son de primera categoría (suprendente), pero eso se trata de eso ........ No sé qué más decir sobre esta película ... ¡Oh, sí!Al igual que en ""Maldición del Komodo"", ¡el gobierno se involucra y decide bombardear la isla!También ... cuando vi esta parte me reí histéricamente ... ¡un komanbra !!!(Parte hombre, Komodo y Cobra!).En general, esta película es una mierda absoluta incluso en los estándares de películas.Simplemente recuerde si Jim Wynorski tuvo algo que ver con una película ... Steer Clear ... Para evitar quedarse dormido Sigue repitiendo ""Ya casi todo ... está casi terminado ..."".0 de 5.",1,negativo,dataset_respaldo,kaggle_imdb,
"Solo escuché acerca de las clases de conducción a través de los anuncios de ITV, y para ser honesto, no sabía cuánto me gustaría.Cambié el televisor anoche y me sorprendió totalmente.Las clases de conducción son una película modesta y simple que lo atrae desde el principio.Rupert GRIT juega la parte del adolescente socialmente incómodo, Ben brillantemente.Definitivamente es uno para buscar en el futuro.Dame Eve Walton es interpretada por el fabuloso Julie Walters.Me encantó la trama simple y la forma en que los actores retrataron a sus personajes con gran sensibilidad.El punto culminante de la película, para mí fue el poema bastante colorido de Evie.Muestra cómo se pueden formar las amistades entre los pares más improbables.En mi opinión, ver las lecciones de manejo es una excelente manera de pasar 2 horas.El paisaje también fue sorprendente, especialmente el campo.Cualquiera que pueda llamar a esta comedia brillante, olvidable, estoy totalmente en desacuerdo con",5,positivo,dataset_respaldo,kaggle_imdb,
"Para el primer panorama de Greta Garbo, MGM sabiamente elegido el premio Pultizer de Eugene O'Neill, ganando 1921, jugando a Anna Christie. También sabiamente, los productores retrocedieron a la garbo para no uno, sino dos miembros del elenco de Broadway original (George Marion como el padre de Anna, Chris y James T. Mack como Johnny, el sacerdote, se transmutó a ""Johnny The Harp"" para las películas tan ofender). Este pequeño cambio es interesante. Como demasiadas películas acusadas (por aquellos que quieren que las películas sean películas e ignoren sus orígenes) de ser ""poco más que los juegos de etapa filmados"", el problema no es la obra, sino las cineasas que no serían más fieles a la propiedad. . Al diluir un gran trabajo de escenario cinematográfico, por lo que no ofendería a nadie, ni lo abriría porque podrían, demasiados perderan las cualidades que hicieron que la pieza valiera la pena filmar en primer lugar. Afortunadamente, el respeto que el estudio tenía tanto en O'Neill como para Garbo permitió a Anna Christie sobrevivir al proceso normalmente destructivo, admirablemente en la adaptación de la pantalla generalmente sensible de Frances Marion. ¡Maravilla de las maravillas, Marion incluso permite el punto de la escena donde la Anna de Garbo revela su pasado en ""la granja"" al hombre con el que ella quiere casarse y el padre que la envió allí en tacto! ¡Lo que la liga de la decencia debe haber pensado en eso! El mayor problema de la fuente de la fuente siempre ha sido que el amigo de Chris Marthy tiende a alejarse con el primer acto y luego desaparece de los dos últimos para que Anna pueda tomar el escenario, los dos lados de los hombres genuinamente buenos no siempre reconocen. El MARIE DAGSLER, perfectamente, que también le había cortado los dientes en el escenario de Broadway antes de ir a Hollywood), también es el equilibrio perfecto para la Anna de Garbo en esta área y la película en movimiento rápido a solo 90 minutos, no nos permite también Mucho tiempo para extrañarla, uno de los pocos beneficios de la atmósfera que se muestra en lugar de descrito elocuentemente en el original, y el guionista, Marion es lo suficientemente sabio como para desviarse de O'Neill para que devuelva a Dressler para una escena conmovedora dos tercios del camino a través de la Película que recordará a muchos de la segunda aparición del acto de Julie Laverne en el barco. La escena temprana de Anna y Marthy juntos en la pantalla (16 minutos de la película) se llevan la medida de cada uno y creando toda la tensión del resto de la historia se encuentra entre las escenas que más afectan en toda la pieza. No ser extrañado. Anna Christie es un gran juego trágico y un buen drama de cine. Es difícil imaginar que un remake de este último día, que casi seguramente perdería la arena y la atmósfera de este remake 1930 (se filmó por primera vez sin sonido en 1923, también con el original Broadway Chris de George Marion) podría mejorar en esta excelente filmación. Las escenas internas más cercanas a la obra, pero los exteriores no deben ser extrañados por nadie con un ojo a la atmósfera. Mientras que el trabajo de pantalla de fondo no es para los estándares técnicos modernos, los orígenes dan un mejor vislumbre que la mayoría de las películas de la era del mundo real en el que se establece el juego de la pantalla (especialmente en el puerto de Nueva York) .Nearally todas las actuaciones naturalistas de Garbo de La era de sonido se ha mantenido magníficamente extendido (solo la escena de muerte muy frecuente de Camille, 7 años después, ocasionalmente atraerá a Snickers debido a la dirección de las zonas pesadas y las parodias), pero esta Anna Christie, junto con la variedad de sus 1932 películas. , Mata Hari y Grand Hotel, y el sublime LUBITSCH Touch en su comedia de 1939, Ninotchka (""¡Garbo se ríe!""), Seguramente se paró como sus mejores fanáticos. A los fanáticos que se toman con esta obra en el borde de su alabado ""Mar Juegos, ""debería rastrear la película de Fine World War II, en forma de película lanzada en el año anterior a los EE. UU. Entró en el conflicto, el largo viaje a casa (1940). Es casi tan hábilmente dibujado de esas jugadas del mar, ya que es de ANNA Christie, y cuenta con un joven John Wayne en uno de sus raros no occidentales que apoyan un buen elenco de actores veteranos que le muestran el camino.",5,positivo,dataset_respaldo,kaggle_imdb,
"Let me set the scene It is the school holidays and there is absolutely nothing at the movies I am with my friend deciding what to see We look for a movie that is starting soon and ""The Grinch"" comes up We buy tickets not knowing what to expect What we got was a roller coaster of funJim Carrey (who may I add is my No1 actor in the whole world) was absolutely magnificent as the Grinch in this Ron Howard's best movie (next to Apollo 13) The way that this movie was made, the scenery, the actors, the props and the music was just amazing It really brought this childhood movie to lifeThe story is based upon the story of the grinch As we all know the Grinch is a horrible person who just can't stand christmas He lives high above whoville and has never mingled well with the townfolk But one little girl is going to change The Grinch's look on life and on others in a drastic wayCindy Lou Who (played by adorable new actress Taylor Momsem) meets the Grinch as finds the kind part of him straight away She attempts to break the barrier and to help the Grinch move in and mingle with the towns peopleAll up this movie is a barrel of laughs for the whole family both kids and parents A SOLID 10/10 Well done Jim",5,positivo,dataset_respaldo,kaggle_imdb,
"Como fan de toda la serie Star Trek, encontré a este episodio decepcionante, y me pregunto si el uso liberal de ""Flashbacks"" con explotaciones de Riker, tanto positivas (como en gran parte románticas) y negativas (mucho dolor,Y la muerte de una tripulación) fue un dispositivo de ahorro de dinero, al igual que muchos de sus ""espectáculos de botellas"" (episodios en los que todas las escenas tienen lugar en la empresa).Diana Muldaur (que también apareció al menos dos veces en la serie original) merecía una mejor apariencia final que esta para su personaje, el Dr. Kate Pulaski.Los leales espectadores (en el mundo de Star Trek, ¿hay algún otro tipo?) También fueron cortados.Este fue el último episodio de segunda temporada;Así, la temporada terminó ""no con una explosión"", sino con ""un gemido"".",1,negativo,dataset_respaldo,kaggle_imdb,
"Esta serie de televisión fue una de las que amaba cuando era un niño. A pesar de que ahora lo veo a través de las gafas de nostalgia con sombreado rosa, todavía puedo decir que era un programa de calidad, muy educativo pero aún divertido. No he visto la versión original francesa, solo el sueco. No tengo idea de lo bueno que era el doblaje, fue demasiado tiempo para recordar. La premisa del programa era mostrarte cómo funciona el cuerpo. Lo juro, la escuela todavía no me ha enseñado la mitad de lo que sé de este espectáculo. También atado en otras cosas, como lo que sucede si comes alimentos poco saludables y no haces ejercicio, con buenos ejemplos dentro del cuerpo. ¿Quién quiere tener otra barra de chocolate cuando sabes que los tanques de virus en miniatura pueden invadirte? : D La caricatura se veía bien, muy amistosa para los niños, por supuesto, pero hecha con cuidado. Las células, virus, señales eléctricas en el cerebro, anticuerpos y todo lo demás están representados por figuras de dibujos animados sonrientes, lo que parece que esperaría lo que deberían verse en el cuerpo animado. Esto, y la serie sobre la historia (especialmente el medio ambiente Final de miedo) fueron partes clave de mi infancia. Estoy tan feliz, los encontré aquí.",5,positivo,dataset_respaldo,kaggle_imdb,
"Los fanáticos de la serie HBO ""Tales de la cripta"" van a amar este episodio de Moh. Aquellos que conocen las historias de arquetipos básicas de las que se basaron la mayoría de los cómics de la CE CLÁSICOS, reconocerán a este uno justo al lado del bate. Martin Omitrificado de Indie Martin Donovan (también un excelente escritor: coautor de los guiones para apartamentos cero y la muerte se convierte en Ella) es el tipo de tipo cuya buena apariencia de todos los hombres puede irse de cualquier manera. Podía jugar un muy bonito si el tipo malinterpreto, al lado, o él puede desempeñar el mismo papel con un tono espeluznante de escocesos corrosivos. En el caso del derecho a morir, toma el último enfoque, y definitivamente trabaja. Doonovan es un médico que recientemente ha tenido un asunto con su recepcionista de la oficina de sujeción (Robin Sydney), para el disgusto de su cónyuge inconsolable e implacable, Abbey (Julia Anderson). Cuando los dos se involucran en un terrible accidente automovilístico mientras regresan de un fin de semana fallido de ""inventando"", y está horrorosamente quemado en un incendio, es reacio a tirar de ella, no sin un aflojamiento entusiasta de su streazier. Abbeyer y Best Buddy (Corbin Bernsen, lo peor para usar en estos días). Pero la Abbey nunca ha sido una para abandonar sin pelea, y ahí es donde entra el tema de la CE del episodio. Los esposos cornubles y las esposas siempre tienen Ha sido el tema favorito de los géneros para algunos shenanigans sobrespreativos (y OOKY) sobrenaturales, y este caso no es definitivamente ninguna excepción. En todo caso, el cociente rampado de sexo y gore debe tener una caída de facturas cackling con Glee en su mausoleo en algún lugar. Y eso no debe mencionar que el guión original de John Esposito le da al ángulo de adulterio solo un ligero giro. No te das cuenta de que estás viendo que solo conoces la mitad de la historia, hasta que se acerca al final ... (piense lo que se encuentra debajo con más agallas y gazongas, y está allí.) No es un mal esfuerzo, sino Tampoco es lo mejor del lote. ¡Al menos Rob Schmidt muestra toques de estilo aquí y allá con la dirección, especialmente en una escena que hace que la mensajería de la imagen de teléfonos celulares sea una experiencia verdaderamente horrible! Al igual que con la mayoría de los episodios de MoH, este está siguiendo un tema prevalente esta temporada de flashing y desmembramiento, por lo que no es necesario aplicar las extremadamente apresuradas.",5,positivo,dataset_respaldo,kaggle_imdb,
"La guerra sucia es absolutamente uno de los mejores drama de TV Político, Gobierno y bien escrito en los 25 años. La actuación es excelente, la escritura es espectacular. La guerra realiza el verdadero lado de por qué no estamos listos para responder a una nuclear.El ataque terrorista biológico, y el terrorista radiológico aquí en el suelo estadounidense. La guerra irtra se debe hacer en una película importante, ¡es tan bueno!Recomiendo este gran drama a todos los que deseen saber la verdad. Este drama de TV revela cómo la inteligencia británica (MI5 y la MI6) intenta exponer una trama y conspiración terrorista para destruir a las víctimas inocentes, porque sobre la participación de Inglaterra en la guerra de Irak.Las escenas de diferentes partes de Londres, Inglaterra también son espectaculares. ¡¡¡¡¡¡¡¡La guerra debe ver!",5,positivo,dataset_respaldo,kaggle_imdb,
"Algunos pueden ir para una película como esta, pero la mayoría seguro no lo hice.Un profesor universitario, David Norwell, de repente obtiene un yen para su adopción.Llegó a su primer hijo ofrecido, una mala elección llamada Adam.A medida que resulta que Adam no tiene tanto remos en el agua, lo que, casi de inmediato, causa estrés y confusión incalculable para el Dr. Norwell.Esta historia de SOAP se libró de un problema tras otro, todo se centró en las inabilidades y convulsiones de Adán.Por qué Norwell quería complicar su vida con un factor desconocido como nunca se explicó un niño adoptivo.En el camino, el buen médico logró atraer a un esposa para compartir todo el infierno, el pequeño estaba repartiendo.Personalmente, creo que ambos eran una cerveza corta de una mochila.Agarrar este año.",1,negativo,dataset_respaldo,kaggle_imdb,
"Esta es la OMS a su más poderosa.Aunque antes de la obra maestra, que es la siguiente, que proporcionaría himnos como Baba O'Reily y no volvería ago.Esta película muestra el grupo en transición de Mod Rockers a una de las bandas en vivo más grandes de los 70'S.Daltrey Muestra lo que se trata un hombre delantero, Entwistle firme como siempre.La luna es genial, echa un vistazo a la conversación en curso con la tecnología de tambor, y verlo tocando ""Side Side"" mientras tiene una cabeza de tambor de bajo reemplazada! ¡Townsend incluso parece que se está divirtiendo ocasionalmente! Teniendo en cuenta que se llevaban al escenario a las 2 am nadie en¡La multitud estaba dormida!No hay muchas bandas en estos días, podrían producir un conjunto tan apretado como esto y es difícil imaginar que cualquiera de las bandas de hoy en día que produce un concierto que en 36 años se disfrutarán de este tipo.",5,positivo,dataset_respaldo,kaggle_imdb,
"Este cineasta quería hacer una película sin tener una historia que contar, y lo hizo.Joven realmente horrible de las coincidencias improbables / inexplicables y la línea de trazado no identificable, todo sin carácter ni una motivación clara. Obtamos instantáneas de cliché en lugar de personajes.Uno en particular es el Diminutivo y Beautiful Crime Boss, quien proyecta una persona exagerada ""Tough Guy"" y arroja una sombra de intimidación de dibujos animados sobre los tipos difíciles que han sido llevados a trabajar para ella.Nada sorprendente de mirar en la película, excepto un disparo cuando los muchachos llegan a la carretera y uno de ellos lleva una pequeña maleta (como en, la más pequeña de un conjunto de turistas estadounidenses completo) en un azul brillante, azul, sin explicación odisculpa.De lo contrario, es estándar visualmente, una otra excepción es una foto convincente de un hermoso puente en CT.",1,negativo,dataset_respaldo,kaggle_imdb,
"Filmaron esta película en Long Island, donde crecí.Mi hermano y su novia eran extras en esta película.Aparentemente, hay una escena de la fiesta donde todos están bebiendo cerveza, (que me dijeron que era agua de color, saborétaba repugnante, y era muy difícil seguir tragando una y otra vez, especialmente en las escenas de embudo).Sin embargo, ninguno de nosotros he oído hablar de la película que se libera en ningún lugar de ninguna forma.Nunca salió en los teatros (obviamente) y, por lo que sabía, nunca fue lanzado en video, y estoy seguro de que no se lanzó en DVD.Sin embargo, parece que fue visto por algunas personas, aunque probablemente sea muy pocas.Así que debe haber algo.Me encantaría comprar esto para mi hermano, sin embargo, no hay manera de que pueda encontrarlo en ninguna parte.¿Alguien sabe algo sobre cuándo / dónde / cómo se puede comprar esta película?¿Y qué formato sería?",5,positivo,dataset_respaldo,kaggle_imdb,
"Así es como Burt Reynolds describe esta película, lo que sucede para ser su mejor esfuerzo. Toms Tom Sharky, un Vice Detective que está en el camino de un MOBSTER INTERNACIONAL (Vittorio Gassman) y el hombre que está financiando para ser el próximo gobernador de Georgia (Earl Holliman). En la novela de William Diehl, la historia es más compleja porque el chico se está ejecutando para el presidente. Esta es una película muy larga que se siente más como tres horas en lugar de dos. La filmación en el centro de Atlanta y el Hotel Peachtree Plaza ponen el estado de ánimo justo para la historia. Reynolds no hace mucho riendo en este caso en comparación con sus películas de comedia. Es muy serio aquí, especialmente al comienzo de la película porque se deja de ser degradado por un busto de drogas que sale mal. A veces, la película juega más como un drama voyeurístico que una película de delitos con Burt tratando de acercarse a la mujer de MOBSTER. Solo hacia el final de la película hace que la violencia se pone de arranque que conduce al clímax de Bang Bang. Al igual que el gran puntaje de jazz en Dirty Harry por Lalo Schifrin, Sharky's Machine cuenta con una excelente banda sonora de jazz urbano con muchas estrellas de invitados, como Chet Baker, Julie Londres, Flora Purim & Buddy de Franco, The Manhattan Transfer, Doc Severinson, Sarah Vaughan y Joe Williams. Al CAPPS maneja la puntuación con la magia. Esta película se ha convertido en uno de los mejores dramas de crimen. Compruébalo. Puntos, 8 de cada 10 estrellas.",5,positivo,dataset_respaldo,kaggle_imdb,
"Human Traffic is a view into an average weekend for a group of friends, it is a fly-on-the-wall view into their lives (and minds) which will show you how this group of friends relate to each other There are many moments in that every one can relate to, Like being out of you skull at parties and talking complete rubbish to strangers The characters are all people that you can relate to and they are believable in the roles that they play in the movie The situations that they are in are all situations that we all have found ourselves in, and that is where this film succeeds The topics of sex and drugs are handled superbly as to no get in the way of the characters relationships with each other The story to the film is not all that, but that is not a criticism This is a film about people This is a well written film, with a sound track to die for DJ's Pete Tong has put together an superb selection of tracks for this file which all goes to make this one of the best films that I have seen in 1999 After watching this film I felt like I had been out partying all weekend Fantastic Movie! Jo Brand as the voice of reality - Need I say more!",5,positivo,dataset_respaldo,kaggle_imdb,
"Este biografo temprano corto fue muy divertido de ver. El segundo en disco uno de d.w. El conjunto de DVD de ""años de descubrimiento"" de Griffith (altamente recomendado) cuenta con tres excelentes actuaciones de los principales clientes potenciales, e interesante ver a Henry B. Walthall (el pequeño coronel, nacimiento de una nación) como músico acampado que da una condesa del ojo ( y otras cosas). El marido de la condesa va a Berserk a la traición de su esposa y la ha amurallado en una pequeña habitación con su paramo. Es increíble que no escuchen la pared subiendo, pero oye, tal vez el vino tenía algo que ver con eso. Aquí, el Sr. Johnson (padre del jugador silencioso, Raymond Hackett), gesticula salvajemente y esto se suma al melodrama, pero de una manera inesperadamente cómica. El mejor momento viene al final. Cuando la dama pasa de shock y miedo, una vez que se da cuenta de que está condenada, Henry recoge su instrumento y ""fanáticos"" sobre ella. La forma en que lo hizo fue tan inesperado y de una manera extraña sexy, y la perdí, y me ríe la cabeza. La expresión en su cara! A partir de ese momento fui encantado por Henry B. Walthall.",5,positivo,dataset_respaldo,kaggle_imdb,
"Baba - Rajinikanth nunca olvidará este nombre en su vida.Esta es la película que causó su caída.Fue liberado con mucha exageración, pero se estrelló mal y se puso graves pérdidas financieras para sus productores y distribuidores.Rajinikanth tuvo que reembolsarlos personalmente por las pérdidas incurridas.Poco después de su lanzamiento, intentó aventurarse en la política, pero fracasó miserablemente.Es una película muy mala con horrible actuación, maquillaje de mala calidad y guiones patéticos.A lo largo de la película, Rajinikanth parece una persona que sufre de alguna enfermedad.Soy una de las almas desafortunadas que vieron a Baba, primer día del primer día en el teatro.Los audiencias estaban tan aburridos que la mayoría de ellos abandonaron el teatro antes de la intermisión.Lo siento, no lo recomendaré a nadie a nadie.",1,negativo,dataset_respaldo,kaggle_imdb,
"Escrito por Oliver Stone y dirigido por Brian de Palma, Scarface pinta una imagen no fácilmente olvidada. Al Pacino se convierte en una actuación impresionante como Tony Montana, un refugiado cubano que se convierte en un poderoso jugador en el mundo de las drogas, ya que se dirige despiadadamente su reino de crimen en Florida. Este giro de gángster es duro, violento, ruidoso, bruto, desagradable y debe tener el registro para emitir la palabra ""f - k"" la mayoría de las veces. Casi tres horas de largo, y sí, puede ser repulsivo. Una constitución de Stout Hearte lo mantiene en su asiento animando por la desaparición de un crimen despiadado, Lord. También jugando personajes interesantes son Michelle Pfeiffer, Steven Bauer, Robert Loggia, Mary Elizabeth Mastrantonio, F. Murray Abraham y Angel Salazar. Pacino demuestra ser uno de los más grandes de su generación. Él logra llevar la realidad a su carácter que deja una fuerte impresión. Esta no será una película para todos, para que salga pensando que se alejó de un desastre. ¿Es eso lo suficientemente poderoso para ti? ¡El crimen no paga por mucho tiempo!",5,positivo,dataset_respaldo,kaggle_imdb,
"Primero, el CGI en esta película fue horrible.Lo vi durante una maratón de películas malas en el canal de SciFi.Al final, cuando el propietario del parque se mata, es probablemente uno de los peores ejemplos de CGI que he visto.Incluso la noche de los muertos vivientes tenía mejor animación. Dicho esto, la película casi no tenía parcela.¿Por qué estaban en esa isla en particular?Bueno, no fue declarado en la película.Y, ¿por qué la gente seguiría llegando al área del gato?No tiene sentido. Una cosa que se destacó en esta película fue moderadamente buena actuando.En lo que se pudo llamar a una película ""B hecha para la película de TV"", la actuación fue muy buena.Parry Shen se destacó en particular. Si no tienes absolutamente nada que hacer un sábado, mira esta película.Puede ser bueno para algunas cotizaciones memorables.",1,negativo,dataset_respaldo,kaggle_imdb,
