texto,calificacion,polaridad,tipo_lugar,fuente,fecha,texto_limpio
"Este espectáculo es ideal por muchas razones. El padre y la madre pueden comunicarse con sus hijos este día en edad.Es tan bueno ver a una familia real en lugar de una familia que se puede sobresalir.Lo vi una sola vez y me puse enrojecido. Es genial ver a una familia negra en la televisión que vale la pena observar.Este espectáculo se queda demasiado pronto, pero en su salida se ocupó del embarazo, sexy, drogas, malas fechas, muerte, etc.La mejor del espectáculo fue que lo trató de manera muy humorística.Gran espectáculo para la familia .. no puedo decirte cuántas veces me he sentado visto a este espectáculo a altas horas de la noche a veces y me rió la cabeza.GRAN PG 13 Show anillado. Me encantó Everybit de este espectáculo.",5,positivo,dataset_respaldo,kaggle_imdb,,este espectáculo es ideal por muchas razones el padre y la madre pueden comunicarse con sus hijos este día en edades tan bueno ver a una familia real en lugar de una familia que se puede sobresalirlo vi una sola vez y me puse enrojecido es genial ver a una familia negra en la televisión que vale la pena observareste espectáculo se queda demasiado pronto pero en su salida se ocupó del embarazo sexy drogas malas fechas muerte etcla mejor del espectáculo fue que lo trató de manera muy humorísticagran espectáculo para la familia no puedo decirte cuántas veces me he sentado visto a este espectáculo a altas horas de la noche a veces y me rió la cabezagran pg show anillado me encantó everybit de este espectáculo
"Esta película es donde la franquicia de Batman debe haber detenido. Aunque concederé que las ideas detrás de ""Batman Forever"" eran excelentes y podrían haber sido fácilmente realizadas por un director competente, ya que resultó que este no fue el caso. Aparentemente, los ejecutivos de los hermanos de Warner se decepcionaron con lo oscuros, esta segunda película de Batman De Tim Burton resultó. Aparte de la idiocy de esperar cualquier otra cosa de Burton, y la cobardía conservadora de su decisión posterior de convertir la franquicia en un homenaje a la serie de TV de sesenta, no entiendo cómo se puede considerar ""Batman regresa"" en todo decepcionante. No es el igual de la primera película, aunque repara todas las deficiencias de estilo menor que se encuentra en ""Batman"", un guión más débil que divide el antagonismo entre no solo dos, pero tres personajes invitan a comparaciones poco flotantes con el emparejamiento magistral de Keaton y Jack Nicholson como Joker en la primera película. Sin embargo, por todo esto, sigue siendo una película magníficamente oscura, fiel a la forma en que siempre el Batman estaba destinado a ser, y altamente satisfactorio. Los devoluciones de Michael Keaton como Batman y su alter ego Bruce Wayne, enredando con Nouveau Riche Tycoon Max Schreck (Christopher Walken , nombrado en honor del actor silencioso alemán de la década de 1920), su compañero en el crimen Oswald Coblenchot, el pingüino (Danny Devito en el maquillaje brillante que recuerda a Laurence Olivier's ""Richard III""), y Selina Kyle, la Catwoman (Michelle Pfeiffer), A quien Wayne romances tanto como él mismo como como el Batman. Los cuatro directores se convierten en excelentes actuaciones, especialmente Walken y Devito, mientras que Juntos Keaton y Pfeiffer exploran el lado más oscuro de las identidades dobles. Hay algunos conceptos intrigantes en esta película. Sobre la única debilidad que realmente puedo señalar es una cierta cooperativa para el guión en algunos lugares, lo que creo que se debe principalmente a la forma en que esta película es una pelea de cuatro esquinas. Simplemente no hay suficiente tiempo para explorar adecuadamente lo que está pasando. Sin embargo, esta es una maldita buena película. Recomiendo encarecidamente ver esto junto con el primero, y luego llorar por lo bueno que podría haber sido la serie, continuó bajo Burton y Keaton.",5,positivo,dataset_respaldo,kaggle_imdb,,esta película es donde la franquicia de batman debe haber detenido aunque concederé que las ideas detrás de batman forever eran excelentes y podrían haber sido fácilmente realizadas por un director competente ya que resultó que este no fue el caso aparentemente los ejecutivos de los hermanos de warner se decepcionaron con lo oscuros esta segunda película de batman de tim burton resultó aparte de la idiocy de esperar cualquier otra cosa de burton y la cobardía conservadora de su decisión posterior de convertir la franquicia en un homenaje a la serie de tv de sesenta no entiendo cómo se puede considerar batman regresa en todo decepcionante no es el igual de la primera película aunque repara todas las deficiencias de estilo menor que se encuentra en batman un guión más débil que divide el antagonismo entre no solo dos pero tres personajes invitan a comparaciones poco flotantes con el emparejamiento magistral de keaton y jack nicholson como joker en la primera película sin embargo por todo esto sigue siendo una película magníficamente oscura fiel a la forma en que siempre el batman estaba destinado a ser y altamente satisfactorio los devoluciones de michael keaton como batman y su alter ego bruce wayne enredando con nouveau riche tycoon max schreck christopher walken nombrado en honor del actor silencioso alemán de la década de su compañero en el crimen oswald coblenchot el pingüino danny devito en el maquillaje brillante que recuerda a laurence oliviers richard iii y selina kyle la catwoman michelle pfeiffer a quien wayne romances tanto como él mismo como como el batman los cuatro directores se convierten en excelentes actuaciones especialmente walken y devito mientras que juntos keaton y pfeiffer exploran el lado más oscuro de las identidades dobles hay algunos conceptos intrigantes en esta película sobre la única debilidad que realmente puedo señalar es una cierta cooperativa para el guión en algunos lugares lo que creo que se debe principalmente a la forma en que esta película es una pelea de cuatro esquinas simplemente no hay suficiente tiempo para explorar adecuadamente lo que está pasando sin embargo esta es una maldita buena película recomiendo encarecidamente ver esto junto con el primero y luego llorar por lo bueno que podría haber sido la serie continuó bajo burton y keaton
"El rápido y el no muerto es, finalmente, la primera película para realmente hacer su propia historia nula y vacía. Es, esencialmente, un agujero de parcela gigantesca. Asunto de eso, la actuación era bastante mala, las motivaciones de los personajes inexistentes o increíbles y no había un solo personaje que valiera la pena colgar nuestro sombrero. El miembro del reparto más interesante (que tenía un gran potencial para ser un protagonista de caballo oscuro) se había apagado a medio camino a través de los procedimientos. Lo que el rápido y el no muerto sirven, al igual que un excelente ejemplo de cómo hacer un buen momento. Se veía excelente, cuando tengas en cuenta las consideraciones presupuestarias. Desafortunadamente, se esfuerza como un chico, se puso las manos en un cien y observó algunos occidentales (en particular lo bueno, lo malo y lo feo) y luego solo lanzó un montón de los elementos al azar en una película ... ""Sabes, tienen películas donde los personajes hacen esto. ¿Se ajusta aquí? ¡No, pero a quién le importa! ¡Lo hacen en otras películas, así que debería hacerlo aquí!"" Tal vez una buena visión para verificar a los cinematógrafos y coloristas (primer año de escolares de cine). De lo contrario, una visita obligada.",1,negativo,dataset_respaldo,kaggle_imdb,,el rápido y el no muerto es finalmente la primera película para realmente hacer su propia historia nula y vacía es esencialmente un agujero de parcela gigantesca asunto de eso la actuación era bastante mala las motivaciones de los personajes inexistentes o increíbles y no había un solo personaje que valiera la pena colgar nuestro sombrero el miembro del reparto más interesante que tenía un gran potencial para ser un protagonista de caballo oscuro se había apagado a medio camino a través de los procedimientos lo que el rápido y el no muerto sirven al igual que un excelente ejemplo de cómo hacer un buen momento se veía excelente cuando tengas en cuenta las consideraciones presupuestarias desafortunadamente se esfuerza como un chico se puso las manos en un cien y observó algunos occidentales en particular lo bueno lo malo y lo feo y luego solo lanzó un montón de los elementos al azar en una película sabes tienen películas donde los personajes hacen esto se ajusta aquí no pero a quién le importa lo hacen en otras películas así que debería hacerlo aquí tal vez una buena visión para verificar a los cinematógrafos y coloristas primer año de escolares de cine de lo contrario una visita obligada
"Me quedé aturdido por esta película.Después, ni siquiera quería ver películas durante mucho tiempo, cualquier otra película sería tan insatisfactoria en comparación. Para muchos, puede ser lo peor de antonionario muy lento, sin una línea de historia convencional, exámenes microscópicos.de emociones e interacciones humanas, y lo peor de los Wenders, transcendentalismo confundido.Se compone de episodios cortos distintos vinculados por el flujo de conciencia del héroe de la conciencia típico de los Wenders, por lo que no produce el olvido temporal del cine escapista. Pero para los fanáticos, lo peor es el mejor y la línea de historia inconexada es dibujar un solo poético.Imagen que se extiende a través de la película.Wenders y Antonioni crean un discurso entre sus segmentos que buscan el corazón de las cosas.",5,positivo,dataset_respaldo,kaggle_imdb,,me quedé aturdido por esta películadespués ni siquiera quería ver películas durante mucho tiempo cualquier otra película sería tan insatisfactoria en comparación para muchos puede ser lo peor de antonionario muy lento sin una línea de historia convencional exámenes microscópicosde emociones e interacciones humanas y lo peor de los wenders transcendentalismo confundidose compone de episodios cortos distintos vinculados por el flujo de conciencia del héroe de la conciencia típico de los wenders por lo que no produce el olvido temporal del cine escapista pero para los fanáticos lo peor es el mejor y la línea de historia inconexada es dibujar un solo poéticoimagen que se extiende a través de la películawenders y antonioni crean un discurso entre sus segmentos que buscan el corazón de las cosas
"¿Soy la única persona que piensa que todo el forense y las escenas de la comunidad del crimen en los Estados Unidos deben detestar a esta bofetada todopoderosa en sus caras? Un policía de novato es el primero en una escena del crimen donde su copia de seguridad es tan lenta para responder que tiene tiempo para enviar al niño que encontró el cuerpo a la tienda local para comprar una cámara desechable. Cuando regrese (todavía no hay policías mayores, socos u otra asistencia para el encantador Jolie, ¡esta es Nueva York, ¿no ??) que ha comenzado a llover y ella llega a trabajar fotografiando la evidencia, solo después de que ella se pondría Delante de un Amtrak para detenerlo perturbar la escena. ¿Quieres saber el nombre de esa cámara, ya que las fotografías estaban tan increíblemente detalladas que ninguna cantidad de zoom en distorsiona las imágenes !! El horror continúa: - no en la película en sí (bonita ordinaria, me temo), sino en el personaje de Lincoln Rhyme según lo jugó el Sr. Washington. Este hombre es un examinador de escena del crimen forense altamente dedicado con años de experiencia que, en lugar de los examinadores de escena de delitos locales altamente capacitados pero invisibles, confía el trabajo a un policía no entrenado, un policía de novato, quien procede a encontrar las pistas muy obviamente colocadas y Moverlos antes de fotografiarlos, por lo tanto, contaminando cada artículo y haciendo que el ADN se perfile bien, casi imposible. Ahora eso fue una idea brillante, ¿eh? Sé que uno debería poder suspender la incredulidad en un grado, pero aquellos que dicen que esta película es inteligente debe haber sido completamente desconectada su capacidad de pensar para encontrar esta película creíble. He dado esta película 4/10 por la excelente actuación de Denzel ¡Washington y para los labios de la señorita Jolie, ¿cuáles son los únicos artículos que requieren que mi incredulidad sea suspendida?",1,negativo,dataset_respaldo,kaggle_imdb,,soy la única persona que piensa que todo el forense y las escenas de la comunidad del crimen en los estados unidos deben detestar a esta bofetada todopoderosa en sus caras un policía de novato es el primero en una escena del crimen donde su copia de seguridad es tan lenta para responder que tiene tiempo para enviar al niño que encontró el cuerpo a la tienda local para comprar una cámara desechable cuando regrese todavía no hay policías mayores socos u otra asistencia para el encantador jolie esta es nueva york no que ha comenzado a llover y ella llega a trabajar fotografiando la evidencia solo después de que ella se pondría delante de un amtrak para detenerlo perturbar la escena quieres saber el nombre de esa cámara ya que las fotografías estaban tan increíblemente detalladas que ninguna cantidad de zoom en distorsiona las imágenes el horror continúa no en la película en sí bonita ordinaria me temo sino en el personaje de lincoln rhyme según lo jugó el sr washington este hombre es un examinador de escena del crimen forense altamente dedicado con años de experiencia que en lugar de los examinadores de escena de delitos locales altamente capacitados pero invisibles confía el trabajo a un policía no entrenado un policía de novato quien procede a encontrar las pistas muy obviamente colocadas y moverlos antes de fotografiarlos por lo tanto contaminando cada artículo y haciendo que el adn se perfile bien casi imposible ahora eso fue una idea brillante eh sé que uno debería poder suspender la incredulidad en un grado pero aquellos que dicen que esta película es inteligente debe haber sido completamente desconectada su capacidad de pensar para encontrar esta película creíble he dado esta película por la excelente actuación de denzel washington y para los labios de la señorita jolie cuáles son los únicos artículos que requieren que mi incredulidad sea suspendida
"La de las películas de ciencia fidelidad más notables del milenio.No solo una película sino una increíble visión futura, esta película establece un nuevo estándar de películas S / F.¡granizo y matar!",5,positivo,dataset_respaldo,kaggle_imdb,,la de las películas de ciencia fidelidad más notables del mileniono solo una película sino una increíble visión futura esta película establece un nuevo estándar de películas s fgranizo y matar
"Esta es la segunda película de Hitchcock para aparecer en la lista y la segunda película de Hitchcock que he visto en su totalidad, la primera fue la cuerda, que realmente disfruté. Con Saboteur Hitchcock era más espacio para vagar gratis, mientras que la cuerda tuvo lugar todo en una habitación. No disfruté de esto tanto como la cuerda, pero eso no está diciendo que esta es una mala película, parece que parece una película promedio que podría haber sido algo más. Parece que una película Hitchcock hará una rotura entre su más Los serios. Como thriller, siento que no logra realmente meterme en el borde de mi asiento o comprometido con el personaje principal que está corriendo por los estados. El clímax de la película se siente como una oportunidad extraña para realmente ampliar la tensión. El diseño de sonido es casi inexistente. Puede escuchar su diálogo y un poco de ambiente que los rodea, pero faltan las cosas importantes, las puntadas se separan de la manga, la necesidad de la música al amplificador de la tensión, desaparecidos. Sin duda, sin embargo, carece del golpe emocional que uno desearía desde tal escena. Luego termina abruptamente dejarlo vacío por dentro. La película tampoco tiene que hacerlo, ya sea, son casi el trote de globo de un lugar a otro, pero se siente más confinado. El script en sí es muy normal y parece que las formas más obtusas para moverse en movimiento. Las actuaciones están ahí, pero nada increíble. Todos juegan sus partes a las palabras con guiones en la página. La relación entre los dos clientes potenciales es débil y necesita más trabajo. El que se destacó es Otto Kruger, que tiene esa persona rica, ego, malvada, por ejemplo, en el final, quería más de este. Entiendo que es una de las películas menos emocionantes de Hitchcock, pero lo hice un buen momento viéndolo. Puedo recomendarlo, simplemente no con entusiasmo.",5,positivo,dataset_respaldo,kaggle_imdb,,esta es la segunda película de hitchcock para aparecer en la lista y la segunda película de hitchcock que he visto en su totalidad la primera fue la cuerda que realmente disfruté con saboteur hitchcock era más espacio para vagar gratis mientras que la cuerda tuvo lugar todo en una habitación no disfruté de esto tanto como la cuerda pero eso no está diciendo que esta es una mala película parece que parece una película promedio que podría haber sido algo más parece que una película hitchcock hará una rotura entre su más los serios como thriller siento que no logra realmente meterme en el borde de mi asiento o comprometido con el personaje principal que está corriendo por los estados el clímax de la película se siente como una oportunidad extraña para realmente ampliar la tensión el diseño de sonido es casi inexistente puede escuchar su diálogo y un poco de ambiente que los rodea pero faltan las cosas importantes las puntadas se separan de la manga la necesidad de la música al amplificador de la tensión desaparecidos sin duda sin embargo carece del golpe emocional que uno desearía desde tal escena luego termina abruptamente dejarlo vacío por dentro la película tampoco tiene que hacerlo ya sea son casi el trote de globo de un lugar a otro pero se siente más confinado el script en sí es muy normal y parece que las formas más obtusas para moverse en movimiento las actuaciones están ahí pero nada increíble todos juegan sus partes a las palabras con guiones en la página la relación entre los dos clientes potenciales es débil y necesita más trabajo el que se destacó es otto kruger que tiene esa persona rica ego malvada por ejemplo en el final quería más de este entiendo que es una de las películas menos emocionantes de hitchcock pero lo hice un buen momento viéndolo puedo recomendarlo simplemente no con entusiasmo
"Este es uno de mis películas favoritas de todos los tiempos, Corny, Vampire B. Modelo de ropa interior de Calvin Klein ... Oh, quiero decir, Stefan, el buen vampiro, regresa a Transilvania para ascender el trono de la realeza vampírica, pero la deterioro de la manicura y el medio hermano de Hermano eternamente babeando tienen otros planes. Habiendo matado a su padre, el rey vampiro, Radu ahora pone sus lugares de interés en Stefan, la nueva novia mortal de Stefan Michelle y sus dos bonitos amigos, y la Bloodstone. Y todo lo que el paisaje es hermoso, y debería ser a medida que se filmó. Ubicación en Transyl-Fricken-Vania para Gosh Sakes. Las actrices no son grandes batidos y Stefan, el vampiro heroico es tan encantador como un póquer de chimenea refrigerada, pero ¿a quién le importa? ¡Solo hay una de las razones para ver esta película, y su nombre es Radu! Es un homenaje físico a Nosferatu y tiene las mejores líneas de la película, todas hablamadas en la voz ronca de un hombre que fuma diez paquetes de cigarrillos al día. La escena del festival del cementerio es una de las mejores escenas de la película, ya que Radu se acerca lentamente a la cámara y revela su rostro sonriente y babeante para que el mundo lo vea. Me encontré animándolo mientras recolectaba a las víctimas y se burlaba de su hermano perfecto. Pero tal vez soy solo un Sicko. Dejando de lado el gusto cuestionable en los hombres, recomiendo esta película a los entusiastas de los vampiros. Es original, es divertido, y Radu es uno de los mejores vampiros que he visto en mucho tiempo ... Mucho más divertido que los mocosos rígidos, trágicos, quejumbros no muertos que gritan sin cesar las pantallas de terror. Radu disfruta de su sadismo y nunca se disculpa. Él es lo que debería ser un vampiro.",5,positivo,dataset_respaldo,kaggle_imdb,,este es uno de mis películas favoritas de todos los tiempos corny vampire b modelo de ropa interior de calvin klein oh quiero decir stefan el buen vampiro regresa a transilvania para ascender el trono de la realeza vampírica pero la deterioro de la manicura y el medio hermano de hermano eternamente babeando tienen otros planes habiendo matado a su padre el rey vampiro radu ahora pone sus lugares de interés en stefan la nueva novia mortal de stefan michelle y sus dos bonitos amigos y la bloodstone y todo lo que el paisaje es hermoso y debería ser a medida que se filmó ubicación en transylfrickenvania para gosh sakes las actrices no son grandes batidos y stefan el vampiro heroico es tan encantador como un póquer de chimenea refrigerada pero a quién le importa solo hay una de las razones para ver esta película y su nombre es radu es un homenaje físico a nosferatu y tiene las mejores líneas de la película todas hablamadas en la voz ronca de un hombre que fuma diez paquetes de cigarrillos al día la escena del festival del cementerio es una de las mejores escenas de la película ya que radu se acerca lentamente a la cámara y revela su rostro sonriente y babeante para que el mundo lo vea me encontré animándolo mientras recolectaba a las víctimas y se burlaba de su hermano perfecto pero tal vez soy solo un sicko dejando de lado el gusto cuestionable en los hombres recomiendo esta película a los entusiastas de los vampiros es original es divertido y radu es uno de los mejores vampiros que he visto en mucho tiempo mucho más divertido que los mocosos rígidos trágicos quejumbros no muertos que gritan sin cesar las pantallas de terror radu disfruta de su sadismo y nunca se disculpa él es lo que debería ser un vampiro
"Déjame primero decir que soy un creyente de fantasmas, y sí sé que existen. He tenido suficientes experiencias con ellos para saber que están ahí. Lo que odio son las personas que traen la Biblia y la religión en todo esto. La gente olvida que hay más de una ""Biblia"", miles de religiones y creencias, y diferentes formas de interpretar lo que se dice en la Biblia. No todos creen en Dios, y no todos creen en la religión stereo-típica. La religión no hace todo hecho, una de las cosas que debería mencionar en la Biblia que muchos no saben es que incluso la Biblia más desenfrenada, Thumper está rompiendo las reglas que se escriben en ... se supone que nunca uses más de una La tela a la vez, la esclavitud está bien, y puede asesinar a su prójimo en ciertas circunstancias. Nada de esto, ""Oh, ese fue el Antiguo Testamento, y ahora tenemos el Nuevo Testamento"". Si la Biblia es la Palabra de Dios, y no se puede cambiar ... no deberían haber cambios, o versiones. La religión está llena de malas interpretaciones, hechos mixtos y personas que lo siguen tan ciegamente que allí "", de ninguna otra manera"". Las excusas que dichos usan los seguidores ciegos son patéticos, o ellos mismos no pueden explicar las discrepancias correctamente, y en cambio, usan excusas que se les transmite de su pastor o maestro. Pero de todos modos, en la revisión. Soy un fanático decente de los ""cazadores de fantasmas"" y cuando escuché que este programa estaba pronto, estaba bastante emocionado y pensé que tenía algo de potencial. Por mucho que me guste ver ""cazadores de fantasmas"", no me gustan algunos de sus miembros, y no me gusta la forma en que pueden descartar un lugar como perseguido, pero aún no puede explicar nada que esté sucediendo. Solo porque su equipo de investigación no lo recoge, no significa que la filmación de la cámara no lo hizo. Me alegra que sean escépticos, pero es como si no entienden que solo porque no obtuviste nada en tu grabadora y la película no hace que el lugar sea perseguido o no. Si los fantasmas fueran tan fáciles de capturar, se conocería como un hecho, no una creencia. Es más un ""lugar correcto en el momento adecuado"", así como si hay algo allí, ¿qué te hace pensar que va a ""realizar"" para usted? Este espectáculo es un poco tonto. Por lo general, es aburrido, y hay mucha charla, muchos psíquicos, pero casi nada sucede. La narración filtrada del individuo principal suele ser aburrida para escuchar, o básicamente no es necesario. También, la dependencia de los psíquicos es demasiado abundante, ya que creo que muy pocos de ellos son realmente dotados. Silvia Brown es la de la que creo que definitivamente creo, pero a veces a veces es difícil de creer. Realmente quería gustarme este programa, pero de los pocos que he visto, aún no he impresionado terriblemente.",1,negativo,dataset_respaldo,kaggle_imdb,,déjame primero decir que soy un creyente de fantasmas y sí sé que existen he tenido suficientes experiencias con ellos para saber que están ahí lo que odio son las personas que traen la biblia y la religión en todo esto la gente olvida que hay más de una biblia miles de religiones y creencias y diferentes formas de interpretar lo que se dice en la biblia no todos creen en dios y no todos creen en la religión stereotípica la religión no hace todo hecho una de las cosas que debería mencionar en la biblia que muchos no saben es que incluso la biblia más desenfrenada thumper está rompiendo las reglas que se escriben en se supone que nunca uses más de una la tela a la vez la esclavitud está bien y puede asesinar a su prójimo en ciertas circunstancias nada de esto oh ese fue el antiguo testamento y ahora tenemos el nuevo testamento si la biblia es la palabra de dios y no se puede cambiar no deberían haber cambios o versiones la religión está llena de malas interpretaciones hechos mixtos y personas que lo siguen tan ciegamente que allí de ninguna otra manera las excusas que dichos usan los seguidores ciegos son patéticos o ellos mismos no pueden explicar las discrepancias correctamente y en cambio usan excusas que se les transmite de su pastor o maestro pero de todos modos en la revisión soy un fanático decente de los cazadores de fantasmas y cuando escuché que este programa estaba pronto estaba bastante emocionado y pensé que tenía algo de potencial por mucho que me guste ver cazadores de fantasmas no me gustan algunos de sus miembros y no me gusta la forma en que pueden descartar un lugar como perseguido pero aún no puede explicar nada que esté sucediendo solo porque su equipo de investigación no lo recoge no significa que la filmación de la cámara no lo hizo me alegra que sean escépticos pero es como si no entienden que solo porque no obtuviste nada en tu grabadora y la película no hace que el lugar sea perseguido o no si los fantasmas fueran tan fáciles de capturar se conocería como un hecho no una creencia es más un lugar correcto en el momento adecuado así como si hay algo allí qué te hace pensar que va a realizar para usted este espectáculo es un poco tonto por lo general es aburrido y hay mucha charla muchos psíquicos pero casi nada sucede la narración filtrada del individuo principal suele ser aburrida para escuchar o básicamente no es necesario también la dependencia de los psíquicos es demasiado abundante ya que creo que muy pocos de ellos son realmente dotados silvia brown es la de la que creo que definitivamente creo pero a veces a veces es difícil de creer realmente quería gustarme este programa pero de los pocos que he visto aún no he impresionado terriblemente
"Durante mucho tiempo, 'The Menagerie' fue mi episodio favorito 'Star Trek', aunque en los últimos años ha sido eclipsado por 'City en el borde de siempre'.Lo que solía preferirme de 'Menagerie' era que es más divertido, Star Trek con esta fascinante historia de regreso a la línea de tristes de Trek actualmente.Todavía creo que es bastante ingenioso, la forma en que Gene Roddenberry incorporó el piloto original en un episodio de dos partes.Aunque la parte 'nueva' de la historia es en gran parte una excusa para Kirk y algunos otros (y nosotros) para observar al piloto, la idea de que Spock sea una cancha marcializada es una inteligente.Puedes hacer agujeros en la trama si quieres.Por ejemplo, dadas las habilidades de control de la mente de los talosianos y la condición del Pike del Capitán, ¿por qué incluso es necesario traer físicamente a Pike a su planeta?Y hay otras preguntas confusas sobre Pike and Commodore Mendez ... mejor para no pensar demasiado en los detalles y simplemente disfrutar de los dos dos parters.",5,positivo,dataset_respaldo,kaggle_imdb,,durante mucho tiempo the menagerie fue mi episodio favorito star trek aunque en los últimos años ha sido eclipsado por city en el borde de siemprelo que solía preferirme de menagerie era que es más divertido star trek con esta fascinante historia de regreso a la línea de tristes de trek actualmentetodavía creo que es bastante ingenioso la forma en que gene roddenberry incorporó el piloto original en un episodio de dos partesaunque la parte nueva de la historia es en gran parte una excusa para kirk y algunos otros y nosotros para observar al piloto la idea de que spock sea una cancha marcializada es una inteligentepuedes hacer agujeros en la trama si quierespor ejemplo dadas las habilidades de control de la mente de los talosianos y la condición del pike del capitán por qué incluso es necesario traer físicamente a pike a su planetay hay otras preguntas confusas sobre pike and commodore mendez mejor para no pensar demasiado en los detalles y simplemente disfrutar de los dos dos parters
"Coen Brothers-Wannabe del director del escritor-Director Paul se basa demasiado en las ideas levantadas de otras películas (mejores), pero logra crear una atmósfera espeluznante que mantiene una observación.Robert Forster se elimina como nunca antes de tocar un psiquiatra psicopático (ja ja) que va a una juerga de matar en el desierto.La película es inusual, pero en su intento de mantener un paso por delante de la audiencia, se vuelve alienante y fuera de la putting (con un papel para la plummer de Amanda que es francamente humillante).Se admite una final de Bravura, muchos bits peculiares de negocios, y Forster se ve muy bien en el desnudo, hacen de este un artículo de curiosidad, nada más.El director de cine veterano, Irvin Kershner, y tal vez debería dirigirse también (¿Podría PAUL, ser un seudónimo?).* 1/2 de ****",1,negativo,dataset_respaldo,kaggle_imdb,,coen brotherswannabe del director del escritordirector paul se basa demasiado en las ideas levantadas de otras películas mejores pero logra crear una atmósfera espeluznante que mantiene una observaciónrobert forster se elimina como nunca antes de tocar un psiquiatra psicopático ja ja que va a una juerga de matar en el desiertola película es inusual pero en su intento de mantener un paso por delante de la audiencia se vuelve alienante y fuera de la putting con un papel para la plummer de amanda que es francamente humillantese admite una final de bravura muchos bits peculiares de negocios y forster se ve muy bien en el desnudo hacen de este un artículo de curiosidad nada másel director de cine veterano irvin kershner y tal vez debería dirigirse también podría paul ser un seudónimo de
"Cuando se liberó esta película causó una sensación.Lo vi y estaba encantado.Las mujeres hermosas, generalmente jóvenes, desnudas filmadas en el estilo elegante que sabíamos tan bien de la fotografía del director Hamiltons.Sus fotografías nunca se convierten en porno y lo mismo es cierto para esta película.Hoy lo vi de nuevo y me decepcionó amargamente.El núcleo suave en escenas extremadamente lentas, todas filmadas con cierta vaselina en las lentes, en realidad es todo lo que hay.No hay una historia real, los personajes siguen siendo cadáveres hermosos y bellamente filmados, pero no son criaturas reales con un alma.En realidad no pasa nada.Es como Hamilton está fotografiando usando imágenes en movimiento en lugar de aunas.Y esto se vuelve tan aburrido después de un tiempo.Incluso no vi a todo la segunda vez, porque me quedé mucho dormido.Eso es todo lo que queda de esta obra maestra: es una muy buena pastilla para dormir.¡Y nunca te volverás adicto a él! A continuación, 7 de 10, ahora 3 de cada 10",1,negativo,dataset_respaldo,kaggle_imdb,,cuando se liberó esta película causó una sensaciónlo vi y estaba encantadolas mujeres hermosas generalmente jóvenes desnudas filmadas en el estilo elegante que sabíamos tan bien de la fotografía del director hamiltonssus fotografías nunca se convierten en porno y lo mismo es cierto para esta películahoy lo vi de nuevo y me decepcionó amargamenteel núcleo suave en escenas extremadamente lentas todas filmadas con cierta vaselina en las lentes en realidad es todo lo que hayno hay una historia real los personajes siguen siendo cadáveres hermosos y bellamente filmados pero no son criaturas reales con un almaen realidad no pasa nadaes como hamilton está fotografiando usando imágenes en movimiento en lugar de aunasy esto se vuelve tan aburrido después de un tiempoincluso no vi a todo la segunda vez porque me quedé mucho dormidoeso es todo lo que queda de esta obra maestra es una muy buena pastilla para dormiry nunca te volverás adicto a él a continuación de ahora de cada
